Question,SQL Query
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"Get all employees and their managers, including employees without managers","SELECT e.firstName AS Employee, m.firstName AS Manager FROM employees e LEFT JOIN employees m ON e.reportsTo = m.employeeNumber;"
"List all products and their descriptions, including products with no descriptions","SELECT p.productName, p.productDescription FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Find all orders and their products, including orders with no products","SELECT o.orderNumber, p.productName FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"Get all customers and their orders, including customers with no orders","SELECT c.customerName, o.orderNumber FROM customers c LEFT JOIN orders o ON c.customerNumber = o.customerNumber;"
"List all offices and their employees, including offices with no employees","SELECT o.officeCode, o.city, e.firstName FROM offices o LEFT JOIN employees e ON o.officeCode = e.officeCode;"
"Find all products and their product lines, including products without product lines","SELECT p.productName, pl.productLine FROM products p LEFT JOIN productlines pl ON p.productLine = pl.productLine;"
"Get all orders and their products with descriptions, including orders with no products","SELECT o.orderNumber, p.productName, p.productDescription FROM orders o LEFT JOIN orderdetails od ON o.orderNumber = od.orderNumber LEFT JOIN products p ON od.productCode = p.productCode;"
"List all customers and their payments, including customers with no payments","SELECT c.customerName, p.checkNumber FROM customers c LEFT JOIN payments p ON c.customerNumber = p.customerNumber;"
"Find all employees and their offices, including offices with no employees assigned","SELECT e.firstName, e.lastName, o.city FROM employees e LEFT JOIN offices o ON e.officeCode = o.officeCode;"
"Get all products and their orders, including products with no orders","SELECT p.productName, o.orderNumber FROM products p LEFT JOIN orderdetails od ON p.productCode = od.productCode LEFT JOIN orders o ON od.orderNumber = o.orderNumber;"
Find the names of customers who have made payments exceeding $1000,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM payments WHERE amount > 1000);
List the product names and their prices for products that have been ordered more than 50 times,"SELECT productName, buyPrice FROM products WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > 50);"
Get the average payment amount for customers from each country,"SELECT country, AVG(amount) as avg_payment FROM customers JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY country;"
Find the names of employees who report to an employee in a specific office code,"SELECT e1.firstName, e1.lastName FROM employees e1 JOIN employees e2 ON e1.reportsTo = e2.employeeNumber WHERE e2.officeCode = '1';"
List all product lines with descriptions where no product has a MSRP greater than $500,"SELECT productLine, textDescription FROM productlines WHERE productLine NOT IN (SELECT productLine FROM products WHERE MSRP > 500);"
Find the total amount of payments made by customers in 'USA' and 'Canada',"SELECT SUM(amount) as total_payment FROM payments JOIN customers ON payments.customerNumber = customers.customerNumber WHERE country IN ('USA', 'Canada');"
Get the names of customers who have ordered products from more than 3 different product lines,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode GROUP BY customerNumber HAVING COUNT(DISTINCT productLine) > 3);
Find the highest priced product in each product line,"SELECT productLine, MAX(MSRP) as highest_price FROM products GROUP BY productLine;"
List all customers who have ordered more than 5 products with a unit price greater than $20,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber WHERE priceEach > 20 GROUP BY customerNumber HAVING COUNT(productCode) > 5);
Get the total number of orders and total amount spent by each customer,"SELECT customerName, COUNT(orders.orderNumber) as total_orders, SUM(amount) as total_spent FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY customerName;"
Find employees who work in the same office as an employee with the job title 'Sales Manager',"SELECT firstName, lastName FROM employees WHERE officeCode = (SELECT officeCode FROM employees WHERE jobTitle = 'Sales Manager');"
List all orders and their corresponding comments where the shipping date is after the required date,"SELECT orderNumber, comments FROM orders WHERE shippedDate > requiredDate;"
Find customers who have made payments but have not placed any orders,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM payments) AND customerNumber NOT IN (SELECT customerNumber FROM orders);
Get the total quantity ordered and total price for each product where the total quantity ordered is greater than 100,"SELECT productCode, SUM(quantityOrdered) as total_quantity, SUM(priceEach * quantityOrdered) as total_price FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > 100;"
List the product names and their corresponding product lines for products ordered by customers in 'USA',"SELECT DISTINCT productName, productLine FROM products JOIN orderdetails ON products.productCode = orderdetails.productCode JOIN orders ON orderdetails.orderNumber = orders.orderNumber JOIN customers ON orders.customerNumber = customers.customerNumber WHERE customers.country = 'USA';"
Find the names of employees who have never made a sale,"SELECT firstName, lastName FROM employees WHERE employeeNumber NOT IN (SELECT salesRepEmployeeNumber FROM customers);"
Get the product codes and names of products that have never been ordered,"SELECT productCode, productName FROM products WHERE productCode NOT IN (SELECT productCode FROM orderdetails);"
List all offices and their cities where the total number of employees is more than 5,SELECT city FROM offices WHERE officeCode IN (SELECT officeCode FROM employees GROUP BY officeCode HAVING COUNT(employeeNumber) > 5);
Find the average buy price of products in each product line where the total quantity ordered is above the average quantity ordered for all products,"SELECT productLine, AVG(buyPrice) as avg_buyPrice FROM products WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode HAVING SUM(quantityOrdered) > (SELECT AVG(quantityOrdered) FROM orderdetails)) GROUP BY productLine;"
Get the names of customers who have placed orders with comments longer than 50 characters,SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber WHERE LENGTH(comments) > 50;
Find the product lines where all products have a price greater than $30,SELECT productLine FROM productlines WHERE productLine NOT IN (SELECT productLine FROM products WHERE MSRP <= 30);
List all employees and their managers' names where the manager's last name starts with 'S',"SELECT e1.firstName as EmployeeFirstName, e1.lastName as EmployeeLastName, e2.firstName as ManagerFirstName, e2.lastName as ManagerLastName FROM employees e1 JOIN employees e2 ON e1.reportsTo = e2.employeeNumber WHERE e2.lastName LIKE 'S%';"
Get the average payment amount for customers grouped by their state,"SELECT state, AVG(amount) as avg_payment FROM customers JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY state;"
Find the highest quantity ordered for any product in orders where the product code is not in the top 5 most ordered products,SELECT MAX(quantityOrdered) as highest_quantity FROM orderdetails WHERE productCode NOT IN (SELECT productCode FROM orderdetails GROUP BY productCode ORDER BY SUM(quantityOrdered) DESC LIMIT 5);
List the names of customers who have placed orders but have not made any payments,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders) AND customerNumber NOT IN (SELECT customerNumber FROM payments);
Find the total sales amount for each employee where the total sales amount is more than the average sales amount for all employees,"SELECT e.firstName, e.lastName, SUM(od.priceEach * od.quantityOrdered) as total_sales FROM employees e JOIN customers c ON e.employeeNumber = c.salesRepEmployeeNumber JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber GROUP BY e.employeeNumber HAVING SUM(od.priceEach * od.quantityOrdered) > (SELECT AVG(total_sales) FROM (SELECT SUM(od.priceEach * od.quantityOrdered) as total_sales FROM employees e JOIN customers c ON e.employeeNumber = c.salesRepEmployeeNumber JOIN orders o ON c.customerNumber = o.customerNumber JOIN orderdetails od ON o.orderNumber = od.orderNumber GROUP BY e.employeeNumber) as sales_avg);"
Get the names of customers who have ordered products with a buy price greater than the average buy price,SELECT DISTINCT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE buyPrice > (SELECT AVG(buyPrice) FROM products);
List all products with their descriptions where the product line has a description containing the word 'Technology',"SELECT productName, productDescription FROM products JOIN productlines ON products.productLine = productlines.productLine WHERE textDescription LIKE '%Technology%';"
Find the names of customers who have ordered more than the average quantity of all products,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY customerNumber HAVING SUM(quantityOrdered) > (SELECT AVG(quantityOrdered) FROM orderdetails));
Get the average number of employees per office,"SELECT AVG(employee_count) as avg_employees FROM (SELECT officeCode, COUNT(employeeNumber) as employee_count FROM employees GROUP BY officeCode) as office_counts;"
Find the total number of products ordered by each customer where the total quantity ordered is greater than 10,"SELECT customerName, SUM(quantityOrdered) as total_quantity FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber GROUP BY customerName HAVING SUM(quantityOrdered) > 10;"
List all products that have never been ordered by customers from 'USA',SELECT productName FROM products WHERE productCode NOT IN (SELECT productCode FROM orderdetails JOIN orders ON orderdetails.orderNumber = orders.orderNumber JOIN customers ON orders.customerNumber = customers.customerNumber WHERE customers.country = 'USA');
Find the office with the highest number of employees,"SELECT officeCode, city FROM offices WHERE officeCode = (SELECT officeCode FROM employees GROUP BY officeCode ORDER BY COUNT(employeeNumber) DESC LIMIT 1);"
Get the names of customers who have ordered products that are only available in one product line,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM orders JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode GROUP BY customerNumber HAVING COUNT(DISTINCT productLine) = 1);
Find employees who have never made a sale but work in offices with at least 10 employees,"SELECT firstName, lastName FROM employees WHERE employeeNumber NOT IN (SELECT salesRepEmployeeNumber FROM customers) AND officeCode IN (SELECT officeCode FROM employees GROUP BY officeCode HAVING COUNT(employeeNumber) >= 10);"
List the names of products with their descriptions that are priced above the median MSRP,"SELECT productName, productDescription FROM products WHERE MSRP > (SELECT MEDIAN(MSRP) FROM products);"
Get the names of customers who have made payments in all months of the current year,SELECT customerName FROM customers WHERE customerNumber IN (SELECT customerNumber FROM payments WHERE YEAR(paymentDate) = YEAR(CURDATE()) GROUP BY customerNumber HAVING COUNT(DISTINCT MONTH(paymentDate)) = 12);
Find the employees who have made sales but not in the last 6 months,"SELECT firstName, lastName FROM employees WHERE employeeNumber IN (SELECT salesRepEmployeeNumber FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber WHERE orderNumber IN (SELECT orderNumber FROM orders WHERE orderDate < DATE_SUB(CURDATE(), INTERVAL 6 MONTH)));"
List all product lines where the average MSRP of products is higher than the highest MSRP in the 'Technology' product line,SELECT productLine FROM productlines WHERE (SELECT AVG(MSRP) FROM products WHERE productLine = productlines.productLine) > (SELECT MAX(MSRP) FROM products WHERE productLine = 'Technology');
Get the average quantity ordered for products that are in the top 5 most ordered products,SELECT AVG(quantityOrdered) as avg_quantity FROM orderdetails WHERE productCode IN (SELECT productCode FROM orderdetails GROUP BY productCode ORDER BY SUM(quantityOrdered) DESC LIMIT 5);
Find the department with the highest ranking where the head is younger than 35,SELECT * FROM department WHERE Ranking = (SELECT MAX(Ranking) FROM department WHERE Department_ID IN (SELECT department_ID FROM management WHERE head_ID IN (SELECT head_ID FROM head WHERE age < 35)));
List all orders that have comments containing the word 'Urgent' but where the shipped date is NULL,"SELECT orderNumber, comments FROM orders WHERE comments LIKE '%Urgent%' AND shippedDate IS NULL;"
Find the highest paying customer for each office,"SELECT officeCode, customerName, MAX(amount) as highest_payment FROM offices JOIN employees ON offices.officeCode = employees.officeCode JOIN customers ON employees.employeeNumber = customers.salesRepEmployeeNumber JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY officeCode;"
Get the total number of orders and the total amount of payments made by customers from each state,"SELECT state, COUNT(orders.orderNumber) as total_orders, SUM(payments.amount) as total_payments FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN payments ON customers.customerNumber = payments.customerNumber GROUP BY state;"
Find the customers who have ordered products with a unit price higher than the average unit price of all products,SELECT customerName FROM customers JOIN orders ON customers.customerNumber = orders.customerNumber JOIN orderdetails ON orders.orderNumber = orderdetails.orderNumber JOIN products ON orderdetails.productCode = products.productCode WHERE priceEach > (SELECT AVG(priceEach) FROM orderdetails);
